sentimen,teks
1,she is a strong woman yang aku pernah jumpa ' 
1,ngetik jempol biasa aja ngetik panjang jempol gemeter lalu kaku sesaat kapan kamu bisa lemes kaya biasa lagi jempolku 
1,lata meraung sebelum dan selepas jadi korang masih nak pejam mata ke dengan pembalakan ni aku harap orang balak ni dudu 
2,golden sumpah dia loyal banget walaupun udah gede juga aku jadi kangen punya mbah buyut ku 
2,siapapun itu masalahnya bukan siapa atau kenapa tapi gimana cara kita melihat dn terlihat bukan kata aku juga 
1,emang wina doang yg bisa maen twitter aku juga bisa btw kerjaan gimna ni 
2,mygooddddnessss boss aku baru beli kerusiecret lab throne 2018 series lawa gila hahahahaha t t baru siap pasang ni
2,bener bgt jadi jangan sembarangan kalo udah di sana jangan banyak tingkah ngomong dijaga aku yg cuma nola 
1,dari praktikal beb aku tak balik soooooo bagi lah peluang
0,aku menyesal tlah membuatmu pergi kini diam diam aku merindu dan dalam tunggu aku selalu berharap kau cepat kembali pu 
1,maaf aku dollar opp g
2,oh tuhan tolong aku sampaikan pesan ini padanya agar dia tahu bahwa kini aku jatuh cinta afgan pesan cinta updatelirik
1,mane ade dramaaaebab jadi kat kawan sekolah aku sendiri 
2,omg kamu harus melihat ini bigolive gt 1king nama dibaju 
2,hahahahahaha kenyal kenyal berasa yupie ya aku 
1,mak selalu cakap doa yang baik2 jelah but untuk syaiton bertopengkan manusia macam kauo sorry man aku 
2,maknanya isteri kedua ku baru form 1 hahah
1,hi mohon maaf mengenai kendala kamu bisa langsung konfirmasi ke pihak merchant terkait pastikan limit akun kr 
1,para mahasiswa yuk ketahui pentingnya program leadership program leadership memang sangat 
1,construction ni buat aku jem la sumpah
1,aku baru tau jeno bisa main gitar gemesh nctea 
2,iyaa kaa t t iyaka aminn kita berdoa agar mx bisa kesini pas mondoongie aku masii baik baik saja 
1,ini foto siapa yang oh itu temen aku yang oh jadi sekarang suka nyimpen foto cewe lain itu cuma tem 
1,abuja real version 
2,aku kalau pegi ecm kan mmg aku hanya guna toilet gsc jebb bersih gilaaa siap steady boleh berakk lagi hahahahaha
0,hah gimana gimana 
2,kamu itu seperti bintang tidak selalu bisa kulihat dan kutemui tapi selalu ada di hati dan pikiranku teens rika
2,kenapaih kamu tuh kaloenyum bikin aku meleleh 
2,trimakasih sobat twater trimakasih berkatmu aku jdi boros hari ini hehe 
1,aku nasihatkan kalau resign please la tukar numberakit hati wey ari2 call tanya pasal kerja 
0,gak ah nanti kamu halunya nambah tinggi 
0,entahlah der aku takde feeling apa grad stpm ni act mcm yelah nak meriah pun aku standart sekolah je lain lah k 
2,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag 
2,ahh gituu maniss banget soalnya hehe btw semangat loving yourselfnya kak aku juga masih struggling 
1,kalaulah mengantuk tu satu penyakit mesti aku dah stage 4 dah kat icu dah nak mati dah madah ngantuk 24 7
1,kalo bener hyewon yg buat aku cuma mau bilang mamam tuh yg katanya dia gabisa apa2 dan cuma ngandelin visual he h 
0,aku dah cuba untuk menjadi yg terbaik tapi kau x pernah nampak
1,aku g kurus boo 
1,dirimu gak tidur2 sis
0,eh emang rpp apa wkwk wah aku salah permikiran
1,ngapain kamu nangkring di smut pulang2 
0,cuuukkkk mbak ya allah pengen misuh ngekek 
2,kzl gini doang ngakak aku tuh 
0,sayang jangan gitu dong aku takkan berbohong aku akan jujur sayang aku tak akan berdustaaaa
1,adik aku gitu gok mari mari oi
1,jono ya bu apa makna kemerdekaan bagi kamu bagi jono kemerdekaan itu gak tergantung lagi sm mantan muridkampret
1,aku ingatkan kulit muka je yg boleh kering tapak kaki aku pun boleh kering 
1,rezeki masing masing siapa aku nak mempersoalkan 
0,aku bukan siapa siapa untukmu karena aku hanya bot
2,kalau kau ajak aku pun memang aku tak nak pergi tapi kau kena jugak ajak aku aku lebih suka tolak jemputan orang daripa 
2,ayuk sini sama aku
1,malu la kalau duk nilai tak pernah makan dekat sini menu dari sarapan ke minum petang mee bandung dgn rotiambal t 
1,iya aku kalo mau makan cuci tangan pake air aja gapake sabun gatau knp mikir ntar tanganku pas makan ra 
1,kebiasaan emang kaulaa
1,hp lu 3jt an jir pas baru rilis lah hp gue cuma 2jt an kurang pas baru rilis
1,mikh aku mau tanya apa benar orang yg namanyalamet kalo pergi ke inggris ganti jadi congratulation 
0,sangat dan aku kesal sekali
1,ya allah aku jawab kertas math ke kertas addmath tadi 
1,ehh ada aku dlm tu 
2,aku dong
0,ceritaeram di hostel ada satu malam tuh aku ade dengar orang menangis depan bilik then aku buka pintu aku na 
2,hahaha kenapa orang sekeliling aku macam ni eh
0,ew over cringe aku dibuatnya
0,3rd wheel nanaman aku
0,tika hujan tibaeringkali aku bermonolog sendirian di dalam hatiku aku berbicara dengan hati kecilku sendiri t 
0,gamau ah kamu bau 
1,cardholders hari ini makan siang dimana kalau belum ada rencana langsung saja ke marugame udon yuk cardholders nikmati 
1,kan gif yuta kamu pada hilang ini aku kasih lagi nih 
2,hahahahhahha aku tak macing dah oii sebab aku selalu dapat stok papazola sis gibab
0,maaf ya hyung gajadi bareng aku sama temenku 
2,iya cuma kamu cuma kamu mas cuma kamu 
1,apa cuma aku kalo mau tidur sering kepikiran org yang kita sayangi atau yg lagi deket 
1,aku simpulkan gitu karena aku sendiri mengetahui bbrp pastor yg ternyata pacaran sama te 
1,aku apapun suka malah kecuali vanila enek 
1,so baru baru ni boyfriend aku ada bagi baju dia then kat baju tu ada lekat bau diaejak dapat baju tu sampai sekarang a 
1,aku boncang belakang tapi aku pun nak pulas gak mcm mana 
1,ini udah tengah bulan lho mau dateng kapan kamu 
2,hapi aku gt 
2,aku pun ade kawan baik yg kawan lame aku sayang sgt tapi die dah taknak dgn aku dan aku pon taknak kwn dgn dia aku cam per 
1,pernah dong pas bulan februari kemaren jangan tanya sekarang dia nya dimana karena aku pun tidak tau 
0,aku juga nangis pas itu baper jadi pengen nikahh 
2,dia ni aku masal ikan goreng kicap pun kata sedapnya haha itulah kalau org bekerja pastu lum lunch lg benda si 
2,hahahaha iya bener aku juga gemes sumpah wkwk tiap ngetap tiap ngakak 
1,ingat kan aku ya suka lupa gitoh
1,hai baik saat ini transaksi kamu sudah kami bantu batalkan yailakan cek kembali 
1,masih mikirin kamu kok 1jam lebih 
2,gemas aku sama kamu yang boleh cium engga 
2,aku maunya daniel hehehe
1,ga minta nomor wa aku sekalian bang 
0,dan aku sempatlah kata terima kasih dekat abg tu dan sempat gak maki akak tu dalam hati sambil airmata jurai dri 
2,aku rawat selembut sutra kok 
2,jadiiii kalo pacar kalian sibuk tuh jangan deh mikirnya abcde mikir aja demi masa depan dia aku dulu juga mikir 
1,hayuk sama aku kak aku jg sendiri nih
1,ab yg bucin exo mutualan yuu rt rep yaa dn aku ada nya janji follback kenalan ya 
1,hei berapa lama lagi aku harus menunggu untuk hantu yang bahkan tidak pernah ada chianti dcf
0,aku ambik pengajaran dan iktibar dari org yg sudah kehilangan ibu atau bapa mereka mereka lagi rindu parents dia 
0,orang kata jangan benci nanti lama lama jadi sayang patutlah jerawat aku tak hilang sebab aku benci gila dekat dia 
1,pastu tak smpai 10minit balik buka pula lampu toilet sbb nk makan tirai dh buka bsuluh dah cahaya masuk cukup ter 
0,ni aku nak tanya sikit ni tak penat ke lepas dah kena dump pastu cari yang lain as replacement yang sedihnya pastu kena 
1,mau pulang aja aku ga dikenalin gausah tahan aku aku bisa pulang bawa diri sendiri 
1,nasi lemakemangkuk dia rare sebab letak telur goyang sekali bukan satu tapi 3 bijiambal dia aku suka pedas2 
1,aku di ajak gak 
1,pukul 12 30 dah tapi 5 soalan tak sempat baca pun bhai barai aku ingat harini balik pukul 1 
0,aku ni tak payah confess pun dah boleh tau kena reject 
2,aaaa aku senank aku senank iyasi ya pasti harus udah ngitung teknis resources nya juga hahaha seru y 
2,maaf aku ketawa
1,hrs inget nama sm line aku pokoknya 
1,2 barang aku udah 4hari cobaaa 
2,pebenda mimpi tadi ni aku dah balik mesia pastu nyesal pastu nak dtg sini balik haha
1,tapi kamu spt bagonk 
0,aku dapat rasakan seolah olah allah mendengar segala rintihan hatikuungguh ciptaan allah itu indah belaka 
1,baik aku simpan duit buat bayar ptptn 
1,kamu tau ga perasaan aku ke kamu kaya org jawa ngejawab kalo disapa dalem recehkantwitter
1,kalau aku ada paypal ni selamat dah semua duit ni tunggu orang bacakan yasin je 
1,aku dok 
0,aku lebih memilih kehilangan kamu daripada terus memaksamu untuk tetap bersamaku tanpa cinta 
1,boros dong aku 3g 4 hari palingan
1,aing aku ke sana ya nyonya aku mau ke kemvil udah mesen ojek aing ngapain nyonya nonton aingearching ma siapa 
1,eii aku memang takleh ngam betul lah dengan orang jenis kalut gelabah bagai ni nak je aku tapakk 
1,udah lama ngga aku makan punya kamu iya tau kok enak tapi kamu jangan berisik pelan pelan aja nanti ketauan jun 
2,gantengnya diaa wish me luckemoga kamu selalu dimudahkan dalam segala urusan 
0,apa yang aku lakukan selama ini 
1,semalam jumpa buku tajuknya how toolve 50 of your problemso aku beli dua buku 
2,iiiieeeeyy samaan kaya aku dung
1,kamu ga sendiri ko 
0,itutuuuh ituuuu parah ini lebihlebih si galaunya semoga dapet bocoran apa bedanya deh hmm aku jg msh nyari2 soalnyaa
0,kamu kemana aja sampe saat ini ko ngga ada kabarnya 
1,apa hal pertama yang harus kamu lakukan kalau melihat ada pesan mesra dr wanita lain di ponsel ayahmu ingin melabr 
1,incase korang berminat nak beli smokestick ni nk photoshot kawen nampak power ke nk main asap malam raya ke nk bagi jin makan 
1,20 aku ambil deh hiks 
2,sama aku juga kak wkwk
0,ini adalah thread review aku tentang munafik2 
1,humor q
2,dan aku telah memilihmu untuk diriku consciousness mohon maaf lahir batin adjieahmad 
1,karena fobia dngan alat kecantikan percaya diri yg kuat tidak suka dngan warna warni ingin pena 
0,mager moeloe nih aku mah udah hihi
1,iya nanya lagi dong ini udah bisa bayar pake rupiah ya kamu m banking bca bayar nya 
2,jaebum otak kanannya dominan kali ya pas dong aku sm jaebum complete each other hahahaha
1,assalamualaikumelamat maljum luangkan waktu 2 20 detik menyimak vidio ini luuuremoga saya kita dia kamuela 
1,line dalil dapet informasi dari mana dalil nih ya aku kasih tau dalil aku itu ulan 
1,otw mau ngelamar aku
0,cuma unni yg bilang aku jahat
1,boleh boleh nanti kamu kabarin aja ya iyaaa mau ketemu pas ic minggu nanti boleh 
1,ini tuh kalo aku bales sekarang telat gak 
0,kamu kemana aja ga nelpon ga ngabarin emang kamu ngerjain apa sihibuk banget aku marah maaf sayang aku 
1,aku kembar sama bayanganku 
0,saat aku seperti kehilangan diri sendiri berorganisasi tak membuat ku merasa lebih baik bercengkramapun tak membu 
1,lah iya aku juga mikir gitu kemarin 
1,sabar banget sama manusia kayak aku he's too precious to me walaupun dia dan aku sama sama sibuk t 
1,tapi fakta hloo punya temen anak fk swasta disini ceritanya mau ngevent bareng eh kayaknya aku gajadi ikut eve 
1,bismillahemoga aku menang ga ini 
0,aku gak mau anak ig masuk ke twitter 
0,aku menarik diri aku lari aku menyembunyikannya sendiri aku berlagak seolah olah semuanya berjalan normal 
1,kadang kamu butuh waktu ntuk berfikir kmudian ambil keputusan yg tepat 
2,iya yu lanjut jadinya aku ambil finance yu wkwk thank u yukk 
1,dekat jerantut esok sampai isnin aku dekat ipoh 
2,aku goyang ya bang biar lebih nikmat 
1,apa ya perasaan cewek yang pacaran dianter jemput jet pribadi aku ditraktir bakso aja udah baper 
1,pundek lah kau kau ingat semua org kaya nk beli baju baru je kau ingat maternity clothes murah pakai baju besar mcm mana pun 
1,utk urusan pribadi aku mempercayakan kepada dinda donadamnujusenayan
1,aku punnnnnnn tengah tak settle lagi ni wehhhhhhh
2,haloo my last free pic yah sori buat yg kemarin ini aku ganti biar ga nyakitin mata hahaha 
0,aku seorang je ke rasa benda ni tak kelakar malah benda ni jugak bodoh 
1,doa rezeki tak putus inna haa zaa larizquna maa lahu min na fadesungguhnya ini ialah pemberian kami kepada kamu pember 
0,ya rabb ampuni aku yang sedang malas malasnyaa inii 
2,pahamlah aku 
1,gak kerasa ya sobat radik udah 1 jam aja vina dan dio nemenin kamu di ensiklopedia see you next timee 
1,aku rasa kau just sarcasm tapi still kalau kau serius kau adalah makhluk yg kurang bijak apa yg dorg nk buat masa 
0,aku salah wkwkwk
1,selama perjalanan berasa bimbel dunia parfum kalo aku mirae pasti nyambung ngobrol sama si bapak
1,kalo ada yang mau angkut dm aku yaaa bantuin temen ku soalnya dia butuh uang 
1,bila kita last gaduh siak jom gaduh 
0,aku dok sejid la ni
1,salah kalau ternyata mantan kamu adalah pacarnya teman kamu yang kamu tau mantanmu punya jenis kelamin yang sama de 
0,aku diam sebab malas nak fikir serabut serabut kan otak
1,orang tua tua punya lawak ni aku tak jumpa pun punchline dia kat mana tapi dia punya gelak aku cakap kau sikit lagi 
1,pibedessss haaaaannn gemezz ih pgn cubit tp aku ga nyampe nyubit pipinya happyhanday 
1,hoalaahh baru ngeh wkwkwk aku blm pernah nyoba buat ganti background nya
1,trans jh sekarang 1 2 3 loh kamu belum bangun juga v malam sampai jumpa besok pagi rm skrg telingaku rasanya mel 
0,ora aku malah mimpi jerawaten mba aku wediii ketone aku luih wedi jerawaten timbang reti mereka berdekatan 
2,lu ya hahahahahha
0,boleh mati aku lama2 gini
1,i've been searching about bella lepas ternampak iklan kat insta which state dia start dia punye career as singer da 
0,aku tak cukup laju lagi nak lari daripada masalah ataupun masalah ni terlalu laju kejar aku sampai aku tak cukup tanah utk lari 
1,satu lagi pantang bila kita dah post esoknya dia tnya bila barang nak smpai mana aku tahu aku bukan postman 
1,okay mee bandung dia mmg power tak sah tak makan kalau datang sini kuah dia pekatt yg buat sedappp udan 
1,aku rs
1,aku liat dari komen ig agnezmo dulu males go international 
1,baca reply aku pon pening 
1,itu jaket kaos dan backpack kamu tuker semua waah
1,aku kuliah di jaksel tapi nggak pernah denger yang ngomong mix gitu dehekalinya mix indo jawa
1,bro dalam islam dari segi nafkah zahir adalah seperti berikut isteri gt anak gt bapa gt ibu gt seterusnya ketaatan lela 
1,unnie aku mauk pls giveawaynya worldwide wqwqwqwq
1,weyh aku je ke yang takda gambar sorang2 
0,ada masalah ke kalau pakai gambar sendiri as a wallpaper ada pulak yang tak puas hati dengan aku hp aku kot aku tengok 
0,aku berkali kali baca aja ga paham maksudmu gimana nder hadehhh ga danta ngana
1,ga dicuci aja dia mau kok mba kemaren dia bilang sama aku 
1,aku nk tumpang tak bagi yaa tumpang boleh bohhh
0,aku keelatan saja sebab perasaan ini tak bisa ku utarakan recehkantwitter
0,tragis teruk yal
1,kamu kemana ajaih
2,hei kamu iyah kamu kok senymnya bikin hati meleleh sih angel chibi
1,coba pake deo yg nuskin nder menurut aku bagus sihh karna dlu pas smp juga aku agak bb gitu setelah pake itu syudah tidaaaaa
2,alhamdulillah muet band 4 aku just target band 2 je tapi alhamdulillah thank you allah 
0,sapa nak layan perangai annoying aku ni nanti wei
2,ingin menemukan seseorang yang jika bersamanya aku merasa pulang 
1,makin ramai yg desak aku mcm sroh bla aku pon makin sakit innalillah
1,astagaaa ni lebih kurang tutup periuk nasik aku la ni gahshxhxhx
1,dekat dua jam aku cari igshop yg ada dropship tapi satu pun tak berkenan di hati taknak bayar yuran boleh takk just nak free je hahahah
1,maaciwww ntar aku cari shampoo nyaa 
0,kamu yg bohong berarti
1,adoi dekah aku 
2,semalam dah kenapa aku emotional teruks hagahaahaha
1,awk tu yg kena tebalkan muka apa kata kita start dgn cadangan tukar parti banyak lg parti lain dalam ma 
1,nanti ya staff kalo aku udah jadi konglomerat ' 
0,toxic bgt tetangga2mu ingin istighfar aku jadinya btw setelah membaca ceritamu aku bisa 
1,kalo butuh saya saya siap kapan aja mama inginkan ini wa aku 081216761816 
2,aku juga udah kalem jadian yuk 
0,haritu gelakkan member nak kena saman harini aku pulak cakap macam sanjung bodoh sebab nak minta lepas 
0,aku tidak suka membenarkan bule yg kalo ngomong bahasa masih salah2elama aku ngerti aku rapopo lagian bahasa in 
1,aku dakpe duk kg taik mu tu tmpat orang
1,samaaa aku jg udah seminggu lebih blm dibales
1,mana sih kemaren yg mau top up'in saldo gopay aku udh di kasih nomer nya juga padahal 
1,aku ngeden mbar 
1,nyimak jawaban nunik 
1,wahh se line sm ong engga masi muda ituiapsiapppppppppp maklumi ya aku kalo suka nge gas gajelas 
1,ufo reply fan kapan pertama kali kamu minum mabuk kyu bagaimana kamu bisa tidak tahu 
0,sender ini bukanlah aku tp dia seperti aku 
1,kalo dom jakarta aku ambjl
1,halooo afa aku tika 97l salam kenal yaaa gt lt 
1,aku dh pesan byk kali tu la hg trikot sgt mak cik kantin tu mangkaq la
2,kalau suatu saat nanti kamu rindu padaku maukah kamu memberitahu aku agar aku bisa langsung berlari menemuimu 
